; eventmsg.txt
PHRASE_demand_change_reason_D_A  	 			"dre ma ne ra ket kêr [city_name] kement a eskemmoù [item] eget a-raok,"
PHRASE_demand_change_reason_D_B	  "[city_name] ne ra ket kement a c'henwerzh eget a-raok ha"
PHRASE_demand_change_reason_D_C	  "daoust ma ne ra ket kêr [city_name] kement a c'henwerzh eget a-raok,"
PHRASE_demand_change_no_reason_D_A			"dre m'emañ kêr [city_name] o klask espern he arc'hant,"
PHRASE_demand_change_no_reason_D_B	  "treiñ a ra an amzer ha"
PHRASE_demand_change_no_reason_D_C	  ""

;*****Earthquake**************************************
PHRASE_earthquake_title 					"Krenn douar !"
PHRASE_earthquake_initial_announcement 		"[greeting] [player_name], [reason_phrase] fiñvet en deus an traezh dindan hon treid. Biken ne vo hor bro ar memes hini. Grit ho seizh gwellañ evit kempenn freuzoù ar c'hrenn douar gwasket gant ho kêr hag ho poblañs."
PHRASE_earthquake_reason_A  	 	 					"abalamour d'ur c'hrenn douar spontus,"
PHRASE_earthquake_reason_B	  "ouzhpenn d'ur c'hrenn douar spontus,"
PHRASE_earthquake_reason_C	  "en desped d'ur c'hrenn douar spontus"
PHRASE_earthquake_no_reason_A  	 						"ur vuhez a aon eo hini ar gêr peogwir"
PHRASE_earthquake_no_reason_B	  "kudennoù a c'hoarvezh e kêr, un wech c'hoazh, peogwir"
PHRASE_earthquake_no_reason_C	  ""

;*****Sea trade problem/Stormy Seas**************************************
PHRASE_stormy_seas_title 					"Korventennoù"
PHRASE_stormy_seas_initial_announcement 	"[greeting] [player_name], [reason_phrase] ar mor dichadennet a ginnig lonkañ al listri kenwerzh. Un toullad mizioù a vo dav gortoz a-raok ne sioulfe ar mor hag a-raok kavout kenwerzherien prest da lakaat o buhez en arvar war ar mor bras. Da c'hortoz ne c'hall ket bezañ kenwerzhet war vor."
PHRASE_stormy_seas_reason_A  	 	 					"abalamour da gorventennoù ken spontus ha kreñv,"
PHRASE_stormy_seas_reason_B	  "pa 'z omp net trubuilhet gant korventennoù n'eus ket pell,"
PHRASE_stormy_seas_reason_C	  "en desped da gorventennoù spontus"
PHRASE_stormy_seas_no_reason_A  	 					"o tiskouez e gounnar emañ ar gorventenn ha"
PHRASE_stormy_seas_no_reason_B	  "penn-kentañ hor c'hudennnoù eo peogwir"
PHRASE_stormy_seas_no_reason_C	  ""
                         
;*****Land trade problem/Sandstorms**************************************
PHRASE_sandstorm_title 						"Korventennoù traezh"
PHRASE_sandstorm_initial_announcement 		"[greeting] [player_name], [reason_phrase] e du eo troet an oabl hag ar straedoù abalamour da goumoulennoù traezh o c'holeiñ tachennoù bro a-bezh. Ne gredo ket ar marc'hadourien mont maez gant un amzer mod-se. Kent ha ma vo sioulaet an avel ne vo gwelet kenwerzher ebet war an hentoù."
PHRASE_sandstorm_reason_A  	 				"daoust d'ar gorventenn draezh a stank ar c'henwerzherien ha da ehan ar c'henwerzh war zouar,"
PHRASE_sandstorm_reason_B	  "war an hentoù emañ stanket ar c'henwerzherien gant an c'horventennoù traezh. Neuze,"
PHRASE_sandstorm_reason_C	  "en desped d'ar c'horventennoù traezh nevez o deus trubuilhet ar c'henwerzh,"
PHRASE_sandstorm_no_reason_A  	 						"abalamour d'ar barradoù avel kreñv,"
PHRASE_sandstorm_no_reason_B	  "un arvarus a lec'h eo an dezert peogwir"
PHRASE_sandstorm_no_reason_C	  ""

;*****Wage change**************************************
PHRASE_wage_change_title_I 					"Kresk ar goproù"
PHRASE_wage_change_initial_announcement_I 	"[greeting] [player_name], [reason_phrase] kresket o deus ar goproù er rouantelezh a-bezh. Oc'h oberourien a glasko implijoù gwelloc'h m'emaint gopret falloc'h eget er c'hêrioù all."
PHRASE_wage_change_reason_I_A  	 	 		"dre m'o deus kresket ar goproù er rouantelezh a-bezh,"
PHRASE_wage_change_reason_I_B	  "kresket ar goproù er rouantelezh a-bezh ha"
PHRASE_wage_change_reason_I_C	  "ha p'o deus kresket ar goproù er rouantelezh a-bezh,"
PHRASE_wage_change_no_reason_I_A  	"treiñ a ra an amzer ha bremañ"
PHRASE_wage_change_no_reason_I_B	  "tud a glemm ha reoù all a zo laouen peogwir"
PHRASE_wage_change_no_reason_I_C	  ""
PHRASE_wage_change_title_D 					"Digresk ar goproù"
PHRASE_wage_change_initial_announcement_D 	"[greeting] [player_name], [reason_phrase] digresket o deus ar goproù er rouantelezh a-bezh. E pep lec'h emañ ar bobl o labourat evit ur sammad izeloc'h."
PHRASE_wage_change_reason_D_A  	 	 				"dre m'o deus digresket ar goproù,"
PHRASE_wage_change_reason_D_B	  "digresket o deus ar goproù hag ouzhpenn-se,"
PHRASE_wage_change_reason_D_C	  "ha p'o deus digresket ar goproù,"
PHRASE_wage_change_no_reason_D_A  		"evit klask izelaat ar c'houstoù,"
PHRASE_wage_change_no_reason_D_B	  "tud emañ fuloret met laouen-tre emañ an nomarked peogwir"
PHRASE_wage_change_no_reason_D_C	  ""

;*****Contaminated water**************************************
PHRASE_bad_water_title 					"Dour saotreet"
PHRASE_bad_water_initial_announcement 	"[greeting] [player_name], [reason_phrase] klañv eo deuet da vout tud zo gant an dour. Ne chom ganeoc'h nemet ar spi n'ez afe ket ar gudenn war washaat."
PHRASE_bad_water_reason_A  	 	 				"abalamour da saotradur nevez an dour,"
PHRASE_bad_water_reason_B	  "dic'hortozet ha kudennek eo saotradur nevez an dour. Bremañ,"
PHRASE_bad_water_reason_C	  "daoust ha saotreet eo bet an dour n'eus ket pell,"
PHRASE_bad_water_no_reason_A  		"kouezhet eo an droukchañs war ar gêr ha"
PHRASE_bad_water_no_reason_B	  ", gwall dro an chañs eo. War a seblant e"
PHRASE_bad_water_no_reason_C	  ""

;*****Gold mine collapse**************************************
PHRASE_goldmine_cavein_title 					"Kouezhet eo ur mengleuz en e boull"
PHRASE_goldmine_cavein_initial_announcement 	"[greeting] [player_name], [reason_phrase] kouezhet eo ur mengleuz aour en e boull. Hon arkitektourien n'o deus ket gellet ober an distêran tra. Ne chom nemet ar spi o deus gellet tec'hout ar mengleuzerien e koulz."
PHRASE_goldmine_cavein_reason_A  	 	 			"da-heul disac'hadenn ur mengleuz aour"
PHRASE_goldmine_cavein_reason_B	  "kudennek-tre eo disac'hadenn nevez ur mengleuz aour. Bremañ,"
PHRASE_goldmine_cavein_reason_C	  "daoust m'eo bet kouezhet en e boull ur mengleuz aour n'eus ket pell,"
PHRASE_goldmine_cavein_no_reason_A 		"abalamour da zistabilded an traez,"
PHRASE_goldmine_cavein_no_reason_B	  "hep tamm sin diwall ebet,"
PHRASE_goldmine_cavein_no_reason_C	  ""

;*****landslides???????????????????????????
PHRASE_landslide_title 					"Riskl douar"
PHRASE_landslide_initial_announcement 	"[greeting] [player_name], [reason_phrase] risklet he deus ur mell dachenn zouar a-dreuz un hent kenwerzh. Un toullad mizioù a vo ret gortoz a-raok kempenn an hent ha treuziñ anezhañ en dro."
PHRASE_landslide_reason_A  	 	 				"da-heul ur riskladenn zouar nevez,"
PHRASE_landslide_reason_B	  "spontus eo bet disoc'h ar riskladennoù douar nevez. Bremañ,"
PHRASE_landslide_reason_C	  "daoust m'eo bet riskladennoù douar spontus nevez zo,"
PHRASE_landslide_no_reason_A  	 					"fall put eo ar c'heloù :"
PHRASE_landslide_no_reason_B	  "hep tamm sin diwall ebet"
PHRASE_landslide_no_reason_C	  ""

;*****Flood fails******************************************
PHRASE_flood_fails_title 					"Dourgresk ebet moarvat"
PHRASE_flood_fails_initial_announcement 	"[greeting] [player_name], [reason_phrase] chalus-tre eo keleier nevez ar veleien... herveze ne vo ket a zour-beuz kentañ ! Lennit kuzulioù an nilaouer alies... ma 'z aio da wir diougan ar veleien e vo ret d'ar gêr bout prest da dalañ ouzh ur blegenn spontus."
PHRASE_flood_fails_reason_A  	 	 					"dre m'emañ izel-kenañ ar chañsoù dour-beuz,"
PHRASE_flood_fails_reason_B	  "chañsoù a zo ne vefe ket a zour-beuz ha"
PHRASE_flood_fails_reason_C	  "daoust ma ne c'hallfe ket dont an dour-beuz,"
PHRASE_flood_fails_no_reason_A		"abalamour d'ar en raison de la sec'hor en Afrika,"
PHRASE_flood_fails_no_reason_B	  "kregiñ a reont hor c'hudennoù dre ma"
PHRASE_flood_fails_no_reason_C	  ""

;*****Perfect Flood******************************
PHRASE_perfect_flood_title 					"Dourgresk dispar gortozet"
PHRASE_perfect_flood_initial_announcement 	"[greeting] [player_name], [reason_phrase] bennigadenn an oabl eo, en o gwellañ emañ ar chañsoù dour-beuz uhel ! Kit da welout an nilaouer alies. Ma 'z a war fallaat an diougan ne c'hallo ket ar gêr bout prest."
PHRASE_perfect_flood_reason_A  	 	 				"dre m'emañ uhel ar chañsoù dour-beuz frouezhus,"
PHRASE_perfect_flood_reason_B	  "chañsoù a zo evit ma vefe frouezhus-tre an dour-beuz ha"
PHRASE_perfect_flood_reason_C	  "daoust ma 'z eus chañsoù evit ma vefe frouezhus-tre an dour-beuz,"
PHRASE_perfect_flood_no_reason_A  	 					"gortozet e vez mousonoù Afrika, neuze"
PHRASE_perfect_flood_no_reason_B	  "chañs hon eus peogwir"
PHRASE_perfect_flood_no_reason_C	  ""

;*****Bedouin Attack******************************************
PHRASE_bedouin_attacks_you_title 					"Arsailh al lu bedouan"
PHRASE_bedouin_attacks_you_initial_announcement		"[greeting] [player_name], [reason_phrase] ul lu bedouan emañ o tostaat diouzh ar gêr ha ho tagañ a raio a-benn [time_until_attack] miz."
PHRASE_bedouin_attacks_you_2year_reminder			"[greeting] [player_name], [reason_phrase] ul lu bedouan emañ o tostaat deus ho kêr ha erruout a rao dindan daou vloaz."
PHRASE_bedouin_attacks_you_1year_reminder			"[greeting] [player_name], [reason_phrase] ul lu bedouan emañ o tostaat ha tihzhout a raio ho kêr a-benn ur bloaz."
PHRASE_bedouin_attacks_you_6month_warning			"[greeting] [player_name], [reason_phrase] ul lu bedouan emañ o tostaat ha prest eo evit an emgann, tizhout a raio ho kêr dindan c'hwec'h miz."
PHRASE_bedouin_attacks_you_1month_warning			"[greeting] [player_name], [reason_phrase] tost kenañ emañ ul lu bedouan. Tizhout a raio ho kêr dindan ur miz."
PHRASE_bedouin_attacks_you_city_attacked_alert  	"[greeting] [player_name], ul lu bedouan emañ e kêr !"
PHRASE_bedouin_attacks_you_reason_A  	 	 		"dre m'ho peus kaset al lu bedouan da sutal pelloc'h,"
PHRASE_bedouin_attacks_you_reason_B	  				"deuet eu a-benn ho ker da ziboulzañ al lu bedouan. Ouzhpenn-se,"
PHRASE_bedouin_attacks_you_reason_C	  "daoust m'oc'h deuet a-benn da ziboulzañ al lu bedouan,"
PHRASE_bedouin_attacks_you_no_reason_A  	"mennet gant promesaoù preizh hag aour,"
PHRASE_bedouin_attacks_you_no_reason_B	  "bras eo hor c'hudennoù peogwir"
PHRASE_bedouin_attacks_you_no_reason_C	  ""

;*****Gifts******************************************

PHRASE_gift_title_P 				"Un donezon a-berzh Faraon"
PHRASE_gift_title_C 				"Un donezon a-berzh un amezeg"
PHRASE_gift_granted_P				"[greeting] [player_name], [reason_phrase] dibabet en deus ar faraon profañ deoc'h [amount] karrigellad [item] deus [city_name]."
PHRASE_gift_granted_C				"[greeting] [player_name], [reason_phrase] [city_name] a fell dezhi profañ deoc'h [amount] karrigellad [item]."
PHRASE_gift_cash_granted_P			"[greeting] [player_name], [reason_phrase] dibabet en deus ar faraon profañ deoc'h [amount] deben o tont deus kêr [city_name]."
PHRASE_gift_cash_granted_C			"[greeting] [player_name], [reason_phrase] kêr [city_name] a fell dezhi profañ deoc'h [amount] deben."
PHRASE_gift_partial_space_P			"[greeting] [player_name], [reason_phrase] dibabet en deus ar faraon profañ deoc'h [amount] karrigellad [item] o tont deus kêr [city_name]. N'eus ket plas a-walc'h en ho krignoloù hag etrepaouezoù evit degemer ar prof-se. Koulskoude e c'hallit degemer an hanter en ur strivañ."
PHRASE_gift_partial_space_C			"[greeting] [player_name], [reason_phrase] a fell dezh~i profañ deoc'h [amount] karrigellad [item]. N'eus ket plas a-walc'h en ho krignoloù hag etrepaouezoù evit degemer ar prof-se. Koulskoude e c'hallit degemer an hanter en ur strivañ."
PHRASE_gift_insufficient_space_P 	"[greeting] [player_name], [reason_phrase] dibabet en deus ar faraon profañ deoc'h [amount] karrigellad [item] o tont deus kêr [city_name]. Koulskoude n'eus ket plas a-walc'h en ho krignoloù hag etrepaouezoù evit degemer ar prof-se. Grit plas enne ha kaset e vo deoc'h adarre ar miz kentañ."
PHRASE_gift_insufficient_space_C 	"[greeting] [player_name], [reason_phrase] [city_name] a fell dezhi profañ deoc'h [amount] karrigellad [item]. Koulskoude n'eus ket plas a-walc'h en ho krignoloù hag etrepaouezoù evit degemer ar prof-se. Grit plas enne ha kaset e vo deoc'h adarre ar miz kentañ."
PHRASE_gift_last_chance_P 			"[greeting] [player_name] , dindan urzh ar faraon he deus klasket kêr [city_name] kas deoc'h ur prof a [amount] karrigellad [item]. Koulskoude n'eus ket plas a-wac'h c'hoazh en ho krignoloù hag etrepaouezoù evit degemer pep tra. Lakaet ho peus ar c'hannaded da c'hortoz re bell ha dibasiant int bremañ. Degemerit ul lodenn deus ar brofadenn bremañ peogwir e c'hallfent mont kuit hep distreiñ."
PHRASE_gift_last_chance_C 			"[greeting] [player_name], [city_name] he deus klasket kas deoc'h ur prof a [amount] karrigellad [item]. Koulskoude n'eus ket plas a-wac'h c'hoazh en ho krignoloù hag etrepaouezoù evit degemer pep tra. Dibasiant emañ erruet ar c'hannaded. Degemerit ul lodenn deus ar prof bremañ peogwir e c'hallfent loc'hañ hep distreiñ."
PHRASE_gift_forfeited_P 			"[greeting] [player_name], plas a vank en ho ker evit degemer ar brofadenn a [amount] karrigellad [item] o tont deus kêr [city_name]. Nac'het eo ar prof-se deoc'h diwar vremañ."
PHRASE_gift_forfeited_C 			"[greeting] [player_name], plas a vank en ho ker evit degemer ar brofadenn a [amount] karrigellad [item] o tont deus kêr [city_name]. Nac'het eo ar prof-se deoc'h diwar vremañ."
PHRASE_gift_accepted_P 				"Dindan urzh ar faraon eo bet leuniet ho krignoloù hag etrepaouezoù gant [item] o tont deus kêr [city_name]."
PHRASE_gift_accepted_C 				"Etrepaouezoù ha grignoloù ho kêr a zo bet leuniet penn da benn gant [item] o tont deus kêr [city_name]."
PHRASE_gift_cash_accepted_P 		"Dindan urzh ar faraon eo bet lakaet [amount_granted] deben en ho teñzor."
PHRASE_gift_cash_accepted_C 		"A-drugarez da [city_name] eo bet lakaet [amount_granted] deben en ho teñzor."
PHRASE_gift_postponed_P				"Kannaded kêr [city_name] a zistroio a-benn ur miz evit ar pourveziñ en [item]."
PHRASE_gift_postponed_C 			"Kannaded kêr [city_name] a zistroio a-benn ur miz evit ar pourveziñ en [item]."
PHRASE_gift_refused_P 				"Daoust m'ho peus nac'het ar prof [item] o tont deus [city_name] on sur e vo plijetoc'h tud-all ganti."
PHRASE_gift_refused_C 				"Daoust m'ho peus nac'het ar prof [item] o tont deus [city_name], on sur e vo kalz laouenoc'h tud-all evit he degemer."
PHRASE_gift_accepted_reason_P_A  	 		"peogwir ho peus degemeret ur prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_accepted_reason_P_B	  "war roudoù profadenn ziwezhañ kêr [city_name],"
PHRASE_gift_accepted_reason_P_C	  "daoust m'ho peus degemeret ar prof [amount] karrigellad [item] o tont deus [city_name],"
PHRASE_gift_accepted_reason_C_A  	 		"peogwir ho peus degemeret ur prof [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_accepted_reason_C_B	  "war roudoù profadenn ziwezhañ kêr [city_name],"
PHRASE_gift_accepted_reason_C_C	  "daoust m'ho peus degemeret ur prof [amount] karrigellad [item] o tont deus [city_name],"
PHRASE_gift_forfeited_reason_P_A  	 		"dre m'ho peus nac'het ur prof [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_forfeited_reason_P_B	  "nac'het ho peus ur prof [amount] karrigellad [item] o tont deus [city_name]. Neuze,"
PHRASE_gift_forfeited_reason_P_C	  "daoust m'ho peus nac'het ar prof [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_forfeited_reason_C_A  	 		"dre m'ho peus nac'het ar prof [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_forfeited_reason_C_B	  "nac'het ho peus ar prof [amount] karrigellad [item] o tont deus [city_name]. Neuze,"
PHRASE_gift_forfeited_reason_C_C	  "daoust m'ho peus nac'het ar prof [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_refused_reason_P_A  	 		"dre m'ho peus nac'het ur prof [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_refused_reason_P_B	  "nac'het ho peus ur prof [item] a [amount]unanenn o tont deus [city_name]. Bremañ,"
PHRASE_gift_refused_reason_P_C	  "daoust m'ho peus nac'het ur prof a [amount] karrigellad [item] o tont deus [city_name],"
PHRASE_gift_refused_reason_C_A  	 		"dre m'ho peus nac'het ur prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_refused_reason_C_B	  "nac'het ho peus ur prof a [amount] karrigellad [item] o tont deus [city_name]. Bremañ,"
PHRASE_gift_refused_reason_C_C	  "daoust m'ho peus nac'het ur prof [item] a [amount] o tont deus [city_name],"
PHRASE_gift_no_reason_P_A  					"dre m'ho peus ezhomm skoazell"
PHRASE_gift_no_reason_P_B	  "dre m'eo divent karusted ar faraon,"
PHRASE_gift_no_reason_P_C	  "plijet ha merzet eo bet aberzhioù tud ho kêr e-barzh an emgann gant ar faraon. Neuze,"
PHRASE_gift_no_reason_C_A  					"dre m'ho peus ezhomm skoazell"
PHRASE_gift_no_reason_C_B	  "dre m'az a atav an Egiptiz da skoazellañ o c'henvroidi ezhommek,"
PHRASE_gift_no_reason_C_C	  "aberzhioù tud ho kêr e-barzh an emgann a zo bet merzet ha plijet eo pobl an Egipt ganti. Neuze"

;********* enemy army disembarking text ********
PHRASE_pharaoh_attacks_you_disembarked_alert  		"[greeting] [player_name], [reason_phrase] prest eo lu ar faraon evit aloubiñ ho kêr ha kemer anezhi gant an nerzh."
PHRASE_eg_city_attacks_you_disembarked_alert  		"[greeting] [player_name], [reason_phrase] ul lu egiptad he deus dilestret hag o aloubiñ ar gêr emañ-hi bremañ !"
PHRASE_foreign_army_attacks_you_disembarked_alert  	"[greeting] [player_name], [reason_phrase] [a_foreign_army] he deus dilestret hag emañ o tagañ ho kêr bremañ ! Ra zeufe Seth d'hor saveteiñ !"
PHRASE_bedouin_attacks_you_disembarked_alert  		"[greeting] [player_name], [reason_phrase] ul lu bedouan enebour he deus aochet du-mañ !"

;******* monument completion congratulations ********
PHRASE_pyramid_congratulations_title			"Piramidenn echuet !"
PHRASE_pyramid_congratulations					"[greeting] [player_name], hep mar ez eo un oberenn veurdezus ! Goude mizioù ha mizioù labour eo echuet ar biramidenn a-benn ar fin !"

PHRASE_stepped_pyramid_congratulations_title	"Piramidenn echuet !"
PHRASE_stepped_pyramid_congratulations			"[greeting] [player_name], echuet eo ar biramidenn gant derezioù ! Da viken e tiskouezo ar monumant-mañ ho meurded."

PHRASE_bent_pyramid_congratulations_title		"Piramidenn echuet !"
PHRASE_bent_pyramid_congratulations				"[greeting] [player_name], echuet eo ar biramidenn stouet a-benn ar fin ! Un oberenn veur eo evit ho kêr."

PHRASE_mudbrick_pyramid_congratulations_title	"Piramidenn echuet !"
PHRASE_mudbrick_pyramid_congratulations			"[greeting] [player_name], ar benerien mein emaint o peurlipat ar biramidenn en ur lifrañ ar strad mein-raz diwezhañ : echuet eo ar biramidenn gant brikennoù bremañ !"

PHRASE_mastaba_congratulations_title			"Mastaba echuet !"
PHRASE_mastaba_congratulations					"[greeting] [player_name], ar vrikenn ziwezhañ a zo bet lakaet war ar mastaba : echuet eo bremañ !"

PHRASE_sphinx_congratulations_title				"Sfiñs echuet !"
PHRASE_sphinx_congratulations					"[greeting] [player_name], a-benn ar fin o deus echuet ar benerien mein da gizellat ar sfiñs ken lorc'hus a-se. Betek dibenn an amzer e tiwallo an Egipt."

PHRASE_obelisk_congratulations_title			"Obeliskenn echuet !"
PHRASE_obelisk_congratulations					"[greeting] [player_name], graet eo bet war-dro lodenn ziwezhañ an obeliskenn gant ar benerien mein : echuet eo bremañ."

PHRASE_sun_temple_congratulations_title			"Templ-heol echuet !"
PHRASE_sun_temple_congratulations				"[greeting] [player_name], goude un toullad mizioù labour diaes eo echuet savadur templ an heol. Un oberenn veur eo evit ho kêr !"

PHRASE_alex_library_congratulations_title		"Levraoueg Aleksañdria echuet !"
PHRASE_alex_library_congratulations				"[greeting] [player_name], goude un divent a labour emañ prest dorioù hollgaer levraoueg Aleksañdira da vout digoret da gouiziegien ar bed a-bezh."

PHRASE_abu_simbel_congratulations_title			"Templ Abou Simbel echuet"
PHRASE_abu_simbel_congratulations				"[greeting] [player_name], nag ur vrav a monumant ! Oc'h oberourien ampart ha dibar o deus echuet savadur ur monumant hollbadus a ro enor da viken da c'hloar ha galloudegezh hor faraon hag an Egipt."

PHRASE_caesareum_congratulations_title			"Caesareum echuet !"
PHRASE_caesareum_congratulations				"[greeting] [player_name], templ sakr ha liorzhoù kaer ar Caesareum a zo echuet ! Er rannvro a-bezh e vez klevet pegen kaer ha brav eo."

PHRASE_lighthouse_congratulations_title			"Tour-tan Pharos echuet !"
PHRASE_lighthouse_congratulations    "[greeting] [player_name], redet en deus an dourc'hwez hag ar gwad met echuet o deus an oberourien da sevel hollgaer tour-tan Pharos ! Sachañ a ra evezh holl marc'hadourien ar bed endeo."

PHRASE_mausoleum_congratulations_title			"Mozoleon echuet !"
PHRASE_mausoleum_congratulations				"[greeting] [player_name], ar mozoleon sakr a zo echuet a-benn ar fin ! Un oberenn veur eo evit ho kêr."

PHRASE_smalltomb_congratulations_title			"Bez bihan echuet !"
PHRASE_smalltomb_congratulations				"[greeting] [player_name], echuet eo savadur ar bez bihan roueel. Miromp ar spi n'o do ket da sevel ur bez all a-raok pell."

PHRASE_medtomb_congratulations_title			"Bez etre echuet !"
PHRASE_medtomb_congratulations				"[greeting] [player_name], echuet eo savadur ar bez roueel etre ha leuniañ a reer anezhañ gant profadennoù kañv. Prest eo evit ambroug hor faraon en e veaj d'ar bed all."

PHRASE_largetomb_congratulations_title			"Bez bras echuet !"
PHRASE_largetomb_congratulations				"[greeting] [player_name], goude bloavezhiadoù labour diaes e lec'hioù donañ an douar o deus echuet oc'h oberourien savadur ar vravañ bez savet da viken ! Nag ur vrav a digoll !"

PHRASE_grandtomb_congratulations_title			"Bez bras tre echuet !"
PHRASE_grandtomb_congratulations				"[greeting] [player_name], goude strivoù divent eo bet echuet ar bez roueel bras-tre ha poent e oa peogwir e klever emañ skuizh divi ar faraon. An oberenn hollgaer-mañ a vo eus ar re wellañ evit ambroug hor penn en e veaj er bed-all."

;******* START OF CLEOPATRA: Troop carryover ********
PHRASE_troopcarryover_title   "Distro soudarded kozh"
PHRASE_troopcarryover_initial_announcement "Gwellañ soudarded ar senario diwezhañ ar fell dezhe en em gavout en-ho-touez. Savit [reason_phrase] evite hag e tistroont."
PHRASE_troopcarryover_inf_only "ur c'hreñvlec'h troadeien"
PHRASE_troopcarryover_arch_only "ur c'hreñvlec'h gwaregerien"
PHRASE_troopcarryover_char_only "ur c'hreñvlec'h bleinerien kirri"
PHRASE_troopcarryover_inf_arch "kreñvlec'hioù troadeien ha gwaregerien"
PHRASE_troopcarryover_inf_char "kreñvlec'hioù troadeien ha bleinerien kirri"
PHRASE_troopcarryover_arch_char "kreñvlec'hioù gwaregerien ha bleinerien kirri"
PHRASE_troopcarryover_all_three "kreñvlec'hioù troadeien, gwaregerien ha bleinerien kirri"
PHRASE_pyramid_speedup_title "Ur savadur benniget"
PHRASE_pyramid_speedup_announcement "[reason_phrase] a zo plijet gant ho tevosion ha fellout a ra dezhañ ho skoazell en ho raktres savadur. [reason_phrase] a roio e vennigadenn ; en ur c'hortoz e c'hall oc'h oberourien diskuizhañ un tamm."
PHRASE_pyramid_minor_speedup_announcement "[reason_phrase] a c'hopr ho tevosion en ur gemer perzh en ho raktres savadur. [reason_phrase] a roio e vennigadenn ; en ur c'hortoz e c'hall oc'h oberourien dishuizhañ un tammig."
PHRASE_pyramid_speedup_Osiris "Osiris"
PHRASE_pyramid_speedup_Ra "Rê"
PHRASE_pyramid_speedup_Ptah "Ptah"
PHRASE_pyramid_speedup_Seth "Seth"
PHRASE_pyramid_speedup_Bast "Bastet"
