; eventmsg.txt
PHRASE_demand_change_reason_D_A  	 			"dre ma ne ra ket kêr [city_name] kement a werzh [item] eget a-raok,"
PHRASE_demand_change_reason_D_B	  "[city_name] ne ra ket kement a c'henwerzh eget a-raok, ha"
PHRASE_demand_change_reason_D_C	  "ha pe ne ra ket kêr [city_name] kement a c'henwerzh eget a-raok,"
PHRASE_demand_change_no_reason_D_A			"dre m'emañ kêr [city_name] o klask espern he arc'hant,"
PHRASE_demand_change_no_reason_D_B	  "an amzer a ra e dro, ha"
PHRASE_demand_change_no_reason_D_C	  ""

;*****Earthquake**************************************
PHRASE_earthquake_title 					"Krenn-douar !"
PHRASE_earthquake_initial_announcement 		"[greeting] [player_name], [reason_phrase] fiñvet en deus an traezh dindan hon treid. Biken ne vo hor bro ar memes hini. Grit ho seizh gwellañ evit kempenn freuzoù ar c'hrenn-douar hag evit bastañ ouzh ezhommoù ho pobl hag ho kêr."
PHRASE_earthquake_reason_A  	 	 					"abalamour d'ur c'hrenn-douar spontus,"
PHRASE_earthquake_reason_B	  "ouzhpenn d'ur c'hrenn-douar spontus,"
PHRASE_earthquake_reason_C	  "en desped d'ur c'hrenn-douar spontus"
PHRASE_earthquake_no_reason_A  	 						"aon o deus an dud peogwir"
PHRASE_earthquake_no_reason_B	  "kudennoù nevez a c'hoarvez e kêr ur wech c'hoazh, peogwir"
PHRASE_earthquake_no_reason_C	  ""

;*****Sea trade problem/Stormy Seas**************************************
PHRASE_stormy_seas_title 					"Korventenn"
PHRASE_stormy_seas_initial_announcement 	"[greeting] [player_name], [reason_phrase] ar mor dichadennet a ginnig lonkañ listri ar marc'hadourien. Mizioù a vo ret gortoz a-raok ma ne vefe siouloc'h ar mor hag a-raok kavout tud prest da dreuziñ ar mor bras. Da c'hortoz ne c'hall ket bezañ kenwerzhzet war vor."
PHRASE_stormy_seas_reason_A  	 	 					"abalamour da gorventennoù spontus,"
PHRASE_stormy_seas_reason_B	  "ha p'hor bet lakaet fall gant ar c'horventennoù diwezhañ"
PHRASE_stormy_seas_reason_C	  "en desped da gorventennoù spontus"
PHRASE_stormy_seas_no_reason_A  	 					"o tiskouez e gounnar emañ ar gorventenn ha"
PHRASE_stormy_seas_no_reason_B	  "penn-kentañ hor c'hudennoù eo peogwir"
PHRASE_stormy_seas_no_reason_C	  ""
                         
;*****Land trade problem/Sandstorms**************************************
PHRASE_sandstorm_title 						"Arnev traezh"
PHRASE_sandstorm_initial_announcement 		"[greeting] [player_name], [reason_phrase] teñval eo an hentoù abalamour d'ar c'houmoulennoù traez, goleiñ a raeont anezhe a benn da benn e lec'hioù zo. Ar marc'hadourien ne gredont ket mont maez gant un amzer giz-se. N'ez aint ket war an hentoù a-raok ma ne vefe siouloc'h an avel."
PHRASE_sandstorm_reason_A  	 				"dre ma n'ez aint ket ar marc'hadourien war an hentoù e-pad un arnev traez ha dre m'eo ehanet ar c'henwerzh war zouar,"
PHRASE_sandstorm_reason_B	  "an arnevioù traezh a vir ouzh ar marc'hadourien da genderc'hel gant o hent. Neuze,"
PHRASE_sandstorm_reason_C	  "en desped d'an arnevioù traezh diwezhañ o deus gwall gaset ar c'henwerzh,"
PHRASE_sandstorm_no_reason_A  	 						"abalamour d'an avelioù kreñv,"
PHRASE_sandstorm_no_reason_B	  "un arvarus a lec'h eo an dezert peogwir"
PHRASE_sandstorm_no_reason_C	  ""

;*****Wage change**************************************
PHRASE_wage_change_title_I 					"Kresk ar goproù"
PHRASE_wage_change_initial_announcement_I 	"[greeting] [player_name], [reason_phrase] ar goproù o deus kresket er rouantelezh. Ho labourerien az aio kuit da glask ul labour gwelloc'h ma ne uhelit ket o gopr."
PHRASE_wage_change_reason_I_A  	 	 		"dre m'o deus kresket ar goproù er rouantelezh a-bezh,"
PHRASE_wage_change_reason_I_B	  "kresket o deus ar goproù er rouantelezh a-bezh ha"
PHRASE_wage_change_reason_I_C	  "ha p'eo bet kresket ar goproù er rouantelezh a-bezh,"
PHRASE_wage_change_no_reason_I_A  	"an amzer a ra e dro, ha bremañ"
PHRASE_wage_change_no_reason_I_B	  "tud a glemm, tud all a zo laouen peogwir"
PHRASE_wage_change_no_reason_I_C	  ""
PHRASE_wage_change_title_D 					"Digresk ar goproù "
PHRASE_wage_change_initial_announcement_D 	"[greeting] [player_name], [reason_phrase] digresket o deus ar goproù er rouantelezh. An dud a labour evit nebeutoc'h."
PHRASE_wage_change_reason_D_A  	 	 				"dre m'o deus digresket ar goproù,"
PHRASE_wage_change_reason_D_B	  "digresket o deus ar goproù, hag ouzhpenn-se,"
PHRASE_wage_change_reason_D_C	  "ha p'eo bet digresket ar goproù,"
PHRASE_wage_change_no_reason_D_A  		"evit bihanaat ar c'houstoù,"
PHRASE_wage_change_no_reason_D_B	  "tud a zo fuloret met an nomarked, int-i a zo laouen peogwir "
PHRASE_wage_change_no_reason_D_C	  ""

;*****Contaminated water**************************************
PHRASE_bad_water_title 					"Dour saotreet"
PHRASE_bad_water_initial_announcement 	"[greeting] [player_name], [reason_phrase] klañv e vez ul lod deus ho keodedourien gant an dour. Ne chom nemet pediñ evit ma ne 'z afe ket an traoù war fallaat."
PHRASE_bad_water_reason_A  	 	 				"abalamour ma 'z eo bet saotreet an dour,"
PHRASE_bad_water_reason_B	  "dic'hortoz e oa saotradur an dour. Bremañ,"
PHRASE_bad_water_reason_C	  "daoust d'an dour da vezañ bet saotreet nevez zo,"
PHRASE_bad_water_no_reason_A  		"an droukchañs eo paeron ar gêr, ha"
PHRASE_bad_water_no_reason_B	  ", gwalleürus kenañ eo kement-se. War a seblant eo"
PHRASE_bad_water_no_reason_C	  ""

;*****Gold mine collapse**************************************
PHRASE_goldmine_cavein_title 					"Mengleuz disac'het"
PHRASE_goldmine_cavein_initial_announcement 	"[greeting] [player_name], [reason_phrase] kouezhet eo en e boull ur mengleuz aour. Diefedus int chomet hon arkitektourien. Miromp ar spi o deus gellet ar mengleuzerien tec'hout."
PHRASE_goldmine_cavein_reason_A  	 	 			"da-heul sac'hadenn ur mengleuz aour"
PHRASE_goldmine_cavein_reason_B	  "digoulz eo bet sac'hadenn ziwezhañ ur mengleuz aour. Bremañ,"
PHRASE_goldmine_cavein_reason_C	  "daoust da sac'hadenn nevez ur mengleuz aour,"
PHRASE_goldmine_cavein_no_reason_A 		"abalamour d'an treizh da vezañ distabil,"
PHRASE_goldmine_cavein_no_reason_B	  "en un doare dic'hortoz,"
PHRASE_goldmine_cavein_no_reason_C	  ""

;*****landslides???????????????????????????
PHRASE_landslide_title 					"Riskladenn zouar"
PHRASE_landslide_initial_announcement 	"[greeting] [player_name], [reason_phrase] ur riskladenn zouar divent he deus troc'het un hent kenwerzh. Un toullad mizioù a vo ret gortoz a-raok ma c'hallfe an c'henwerzhourien mont ha dont warni."
PHRASE_landslide_reason_A  	 	 				"da-heul ru riskladenn zouar c'hoarvezet n'eus ket pell,"
PHRASE_landslide_reason_B	  "spontus int bet ar riskladennoù douar diwezhañ. Bremañ,"
PHRASE_landslide_reason_C	  "ha pa 'z eus bet riskladennoù douar spontus nevez zo,"
PHRASE_landslide_no_reason_A  	 					"spontus eo ar c'heleier :"
PHRASE_landslide_no_reason_B	  "hep sin en a raok"
PHRASE_landslide_no_reason_C	  ""

;*****Flood fails******************************************
PHRASE_flood_fails_title 					"Diouer a zour-beuz"
PHRASE_flood_fails_initial_announcement 	"[greeting] [player_name], [reason_phrase] keloù ankenius a zo bet degaset gant ar veleien... Aon o deus ne vefe ket a zour-beuz ar wech kentañ ! Sellit alies ouzh an nilaouer... ma 'z a da wir diougan ar veleien e ranko ho kêr talañ ouzh c'hlaoustre spontus."
PHRASE_flood_fails_reason_A  	 	 					"dre ma 'z eus riskloù ne vefe ket a zour-beuz,"
PHRASE_flood_fails_reason_B	  "riskloù a zo ne vefe ket a zour-beuz, ha"
PHRASE_flood_fails_reason_C	  "ha pa 'z eus riskloù ne vefe ket a zour-beuz,"
PHRASE_flood_fails_no_reason_A		"en abeg d'ar sec'hor en Afrika,"
PHRASE_flood_fails_no_reason_B	  "penn kentañ hor c'hudennoù zo, dre ma"
PHRASE_flood_fails_no_reason_C	  ""

;*****Perfect Flood******************************
PHRASE_perfect_flood_title 					"Dour-beuz peurvat"
PHRASE_perfect_flood_initial_announcement 	"[greeting] [player_name], [reason_phrase] ur prof deus an neuñv eo, en o uhelañ emañ ar chañsoù da gaout un dour-beuz bras bras ! Sellit gwech an amzer ouzh an nilaouer. Ma 'z a war fallaat an diougan n'ho po ket kalz amzer evit cheñch penn d'ar vazh."
PHRASE_perfect_flood_reason_A  	 	 				"dre ma 'z eus chañsoù bras hor befe un dour-beuz frouezhus,"
PHRASE_perfect_flood_reason_B	  "chañsoù zo e vefe frouezhus an dour-beuz, ha"
PHRASE_perfect_flood_reason_C	  "ha pa 'z eus chañsoù e vefe frouezhus an dour-beuz,"
PHRASE_perfect_flood_no_reason_A  	 					"mousonioù Afrika a vez gortozet, neuze"
PHRASE_perfect_flood_no_reason_B	  "ar voul 'zo ganeomp, rak"
PHRASE_perfect_flood_no_reason_C	  ""

;*****Bedouin Attack******************************************
PHRASE_bedouin_attacks_you_title 					"Un armead Bedouined war hent ho kêr"
PHRASE_bedouin_attacks_you_initial_announcement		"[greeting] [player_name], [reason_phrase] un armead bedouined emañ o tostaat deus ar gêr ha tagañ a raio dindan [time_until_attack] miz."
PHRASE_bedouin_attacks_you_2year_reminder			"[greeting] [player_name], [reason_phrase] un armead bedouined emañ o tostaat deus ar gêr ha tagañ a raio a-benn daou vloaz."
PHRASE_bedouin_attacks_you_1year_reminder			"[greeting] [player_name], [reason_phrase] un armead bedouined emañ o kerzhout davet ho kêr ha tagañ a raio a-benn ur bloaz."
PHRASE_bedouin_attacks_you_6month_warning			"[greeting] [player_name], [reason_phrase] un armead bedouined fuloret emañ tost diouzhomp ha tagañ a raio âr gêr a-benn 6 miz."
PHRASE_bedouin_attacks_you_1month_warning			"[greeting] [player_name], [reason_phrase] un armead bedouined emañ war treuzoù ar gêr ha tagañ a raio a-benn ur miz."
PHRASE_bedouin_attacks_you_city_attacked_alert  	"[greeting] [player_name], un armead bedouined ~emañ warnomp !"
PHRASE_bedouin_attacks_you_reason_A  	 	 		"dre m'ho peus kaset an armead Bedouined da sutal pelloc'h,"
PHRASE_bedouin_attacks_you_reason_B	  				"trec'h oc'h bet war an armead Bedouined. Ouzhpenn da-se,"
PHRASE_bedouin_attacks_you_reason_C	  "ha pa 'z eo deuet a-benn ho kêr da dalañ ouzh an armead Bedouined,"
PHRASE_bedouin_attacks_you_no_reason_A  	"mennet gant ar preizhañ,"
PHRASE_bedouin_attacks_you_no_reason_B	  "kudennoù a vent hon eus, peogwir"
PHRASE_bedouin_attacks_you_no_reason_C	  ""

;*****Gifts******************************************

PHRASE_gift_title_P 				"Ur prof a-berzh Faraon"
PHRASE_gift_title_C 				"Ur prof a-berzh un amezeg"
PHRASE_gift_granted_P				"[greeting] [player_name], [reason_phrase] ar faraon en deus dibabet profañ deoc'h [amount] karrigellad [item] o tont deus [city_name]."
PHRASE_gift_granted_C				"[greeting] [player_name], [reason_phrase] [city_name] en deus c'hoant da brofañ deoc'h [amount] karrigellad [item]."
PHRASE_gift_cash_granted_P			"[greeting] [player_name], [reason_phrase] ar faraon en deus dibabet profañ deoc'h [amount] deben o tont deus [city_name]."
PHRASE_gift_cash_granted_C			"[greeting] [player_name], [reason_phrase] kêr [city_name] en deus c'hoant profañ deoc'h [amount] deben."
PHRASE_gift_partial_space_P			"[greeting] [player_name], [reason_phrase] ar faraon en deus dibabet profañ deoc'h [amount] karrigellad [item] o tont deus [city_name]. N'ho peus ket plas a-walc'h evit degemer pep tra en ho etrepaouezoù ha grignoloù. An hanter a c'hallit degemer en ur strivañ."
PHRASE_gift_partial_space_C			"[greeting] [player_name], [reason_phrase] en deus c'hoant profañ deoc'h [amount] karrigellad [item]. N'ho peus ket plas a-walc'h evit degemer pep tra en ho etrepaouezoù ha grignoloù. An hanter a c'hallit degemer en ur strivañ."
PHRASE_gift_insufficient_space_P 	"[greeting] [player_name], [reason_phrase] ar faraon en deus dibabet profañ deoc'h [amount] karrigellad [item] o tont deus [city_name]. N'ho peus ket plas a-walc'h evit degemer pep tra en ho etrepaouezoù ha grignoloù. Grit plas enne ha kaset e vo deoc'h adarre ar miz o tont."
PHRASE_gift_insufficient_space_C 	"[greeting] [player_name], [reason_phrase] [city_name] en deus c'hoant profañ deoc'h [amount] karrigellad [item]. N'ho peus ket plas a-walc'h evit degemer pep tra en ho etrepaouezoù ha grignoloù. Grit plas enne ha kaset e vo deoc'h adarre ar miz o tont."
PHRASE_gift_last_chance_P 			"[greeting] [player_name] , dre urzh ar faraon, [city_name] en deus klasket kas deoc'h [amount] karrigellad [item]. Koulskoude n'ho peus ket plas a-walc'h c'hoazh en ho etrepaouezoù ha grignoloù evit degemer pep tra. Ar c'hannaded emaint o c'hortoz abaoe re bell. Degemerit ul lodenn diouzhtu mod-all ez aint kuit da vat."
PHRASE_gift_last_chance_C 			"[greeting] [player_name], [city_name]  en deus klasket kas deoc'h [amount] karrigellad [item]. Koulskoude n'ho peus ket plas a-walc'h c'hoazh en ho etrepaouezoù ha grignoloù evit degemer pep tra. Ar c'hannaded emaint o c'hortoz abaoe re bell. Degemerit ul lodenn diouzhtu mod-all ez aint kuit da vat."
PHRASE_gift_forfeited_P 			"[greeting] [player_name], n'ho peus ket plas a-walc'h evit degemer ar [amount] karrigellad [item] o tont deus [city_name]. Nac'het eo ar prof deoc'h neuze."
PHRASE_gift_forfeited_C 			"[greeting] [player_name], n'ho peus ket plas a-walc'h evit degemer ar [amount] karrigellad [item] o tont deus [city_name]. Nac'het eo ar prof deoc'h neuze."
PHRASE_gift_accepted_P 				"Dre urzh ar faraon eo bet leuniet betek penn etrepaouezoù ha grignoloù ho kêr gant [item] o tont deus [city_name]."
PHRASE_gift_accepted_C 				"Leuniet eo bet betek penn etrepaouezoù ha grignoloù ho kêr gant [item] o tont deus [city_name]."
PHRASE_gift_cash_accepted_P 		"Dre urzh ar faraon, [amount_granted] deben a zo bet lakaet en ho teñzor."
PHRASE_gift_cash_accepted_C 		"A-drugarez da [city_name] eo bet lakaet [amount_granted] deben en ho teñzor."
PHRASE_gift_postponed_P				"Ar c'hannaded deus [city_name] a zistroio ar miz o tont evit ar prof [item]."
PHRASE_gift_postponed_C 			"Ar c'hannaded deus [city_name] a zistroio ar miz o tont evit ar prof [item]."
PHRASE_gift_refused_P 				"Nac'het ho peus ar prof [item] deus [city_name] met sur on e vo laouen tud-all gantañ."
PHRASE_gift_refused_C 				"Nac'het ho peus ar prof [item] deus [city_name]met sur on e vo laouen tud-all gantañ."
PHRASE_gift_accepted_reason_P_A  	 		"dre m'ho peus degemer ur prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_accepted_reason_P_B	  "da-heul ar prof diwezhañ o tont deus [city_name],"
PHRASE_gift_accepted_reason_P_C	  "en desped m'ho peus degemer ur prof  a[amount] karrigellad [item] o tont deus [city_name],"
PHRASE_gift_accepted_reason_C_A  	 		"dre m'ho peus degemer ur prof  a[amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_accepted_reason_C_B	  "da-heul ar prof diwezhañ o tont deus [city_name],"
PHRASE_gift_accepted_reason_C_C	  "en desped m'ho peus degemer ur prof a [amount] karrigellad [item] o tont deus [city_name],"
PHRASE_gift_forfeited_reason_P_A  	 		"dre m'ho peus nac'het ur prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_forfeited_reason_P_B	  "nac'het ho peus ur prof a [amount] karrigellad [item] o tont deus [city_name]. Neuze,"
PHRASE_gift_forfeited_reason_P_C	  "daoust m'ho peus nac'het ar prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_forfeited_reason_C_A  	 		"dre m'ho peus nac'het ar prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_forfeited_reason_C_B	  "nac'het ho peus ar prof a [amount] karrigellad [item] o tont deus [city_name]. Neuze,"
PHRASE_gift_forfeited_reason_C_C	  "daosut m'ho peus nac'het ar prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_refused_reason_P_A  	 		"dre m'ho peus nac'het ur prof a [amount] karrigelald [item] o tont deus [city_name]"
PHRASE_gift_refused_reason_P_B	  "nac'het ho peus ur prof [item] a [amount] unanenn o tont deus [city_name]. Bremañ,"
PHRASE_gift_refused_reason_P_C	  "daoust m'ho peus nac'he ur prof a [amount] karrigellad [item] o tont deus [city_name],"
PHRASE_gift_refused_reason_C_A  	 		"dre m'ho peus nac'het ur prof a [amount] karrigellad [item] o tont deus [city_name]"
PHRASE_gift_refused_reason_C_B	  "nac'het ho peus ur prof a [amount] karrigellad [item] o tont deus [city_name]. Bremañ,"
PHRASE_gift_refused_reason_C_C	  "en desped m'ho peus nac'het ur prof [item] a [amount] o tont deus [city_name],"
PHRASE_gift_no_reason_P_A  					"dre m'ho peus ezhomm skoazell"
PHRASE_gift_no_reason_P_B	  "dre m'eo divent madelezh ar faraon,"
PHRASE_gift_no_reason_P_C	  "aberzhioù paotred ho kêr e-pad an emgann a zo bet merzhet mat gant ar faraon. Neuze,"
PHRASE_gift_no_reason_C_A  					"dre m'ho peus ezhomm skoazell"
PHRASE_gift_no_reason_C_B	  "dre m'az a atav an Egiptiz da skoazellañ o c'heneiled,"
PHRASE_gift_no_reason_C_C	  "aberzhioù paotred ho kêr e-pad an emgann a zo bet merzhet mat gant pobl an Egipt. Neuze"

;********* enemy army disembarking text ********
PHRASE_pharaoh_attacks_you_disembarked_alert  		"[greeting] [player_name], [reason_phrase] armead ar faraon a gemero ho kêr gant an nerzh, a-benn nebeud !"
PHRASE_eg_city_attacks_you_disembarked_alert  		"[greeting] [player_name], [reason_phrase] un armead Egiptianed en deus dilestret hag aloubiñ a reont ho kêr !"
PHRASE_foreign_army_attacks_you_disembarked_alert  	"[greeting] [player_name], [reason_phrase] [a_foreign_army] en deus dilestret hag o stourm emaint e kêr ! Ra vimp sikouret gant Seth !"
PHRASE_bedouin_attacks_you_disembarked_alert  		"[greeting] [player_name], [reason_phrase] un armead bedouined enebourien en deus dilestret war hon aodoù !"

;******* monument completion congratulations ********
PHRASE_pyramid_congratulations_title			"Piramidenn echuet !"
PHRASE_pyramid_congratulations					"[greeting] [player_name], hep mar eo kement-mañ un oberenn veurdezus ! Da-heul mizvezhioù ha mizvezhioù labour eo echu ar biramidenn a-benn ar fin !"

PHRASE_stepped_pyramid_congratulations_title	"Piramidenn echuet !"
PHRASE_stepped_pyramid_congratulations			"[greeting] [player_name], echuet eo ar biramidenn gant derezioù ! Ar monumant-mañ a ziskouezho da virviken pegen galloudus hoc'h."

PHRASE_bent_pyramid_congratulations_title		"Piramidenn echuet !"
PHRASE_bent_pyramid_congratulations				"[greeting] [player_name], echuet eo ar biramidenn stouet ! Ur bennoberenn eo evit ho kêr."

PHRASE_mudbrick_pyramid_congratulations_title	"Piramidenn echuet !"
PHRASE_mudbrick_pyramid_congratulations			"[greeting] [player_name], ar benerien-mein emaint oc'h echuiñ ar biramidenn en ur lufrat ar strad maen-raz diwezhañ : echuet eo ar biramidenn brikennoù !"

PHRASE_mastaba_congratulations_title			"Mastaba echuet !"
PHRASE_mastaba_congratulations					"[greeting] [player_name], lakaet eo bet ar vrikenn ziwezhañ, echuet eo ar mastaba !"

PHRASE_sphinx_congratulations_title				"Sfiñs echuet!"
PHRASE_sphinx_congratulations					"[greeting] [player_name], echuet eo ar Sfiñs. Ar monumant-mañ a ziwallo an Egipt e-pad kantvedoù ha kantvedoù."

PHRASE_obelisk_congratulations_title			"Obeliskenn echuet!"
PHRASE_obelisk_congratulations					"[greeting] [player_name], ar mañsonerien o deus echuet o labour war an obeliskenn, echuet eo !"

PHRASE_sun_temple_congratulations_title			"Templ an Heol echuet!"
PHRASE_sun_temple_congratulations				"[greeting] [player_name], goude kement amzer tremenet o labourat eo echuet da vat Templ an Heol. Ur bennoberenn eo evit ho kêr!"

PHRASE_alex_library_congratulations_title		"Levraoueg Aleksañdria echuet!"
PHRASE_alex_library_congratulations				"[greeting] [player_name], mizvezhioù ha mizvezhioù labour start ho peus tremenet evit sevel gwellañ levraoueg ar bed ! Diwar vremañ e c'hallomp degemer brudetañ gouizieien ar bed."

PHRASE_abu_simbel_congratulations_title			"Abu Simbel echuet!"
PHRASE_abu_simbel_congratulations				"[greeting] [player_name], Pebezh klaoustre! Ho labourerien ampart a zo deuet a benn da sevel ur monumant a beurbado hag a ziskouezo pegen glorius eo hor faraon."

PHRASE_caesareum_congratulations_title			"Caesareum echuet!"
PHRASE_caesareum_congratulations				"[greeting] [player_name], echuet eo templ santel ha porzhioù bleuñvek ar Caesarum ! A-hed hag a-dreuz a vro e vez klevet pegen chik ha brav eo."

PHRASE_lighthouse_congratulations_title			"Tour-tan Pharos echuet!"
PHRASE_lighthouse_congratulations    "[greeting] [player_name], goude c'hwez ha gwad int deuet a-benn an oberourien da lakaat ar blok marbr diwezhañ war tour-tan Pharos, bravañ hini ar bed !  Dija e vez sachet evezh ar c'henwerzherien gant e c'houloù tarzhus."

PHRASE_mausoleum_congratulations_title			"Mozoleon echuet!"
PHRASE_mausoleum_congratulations				"[greeting] [player_name], ar Mozoleon santel a zo echuet !  Ur bennoberen eo evit ho kêr."

PHRASE_smalltomb_congratulations_title			"Bez bihan echuet!"
PHRASE_smalltomb_congratulations				"[greeting] [player_name], toullet eo bet ar bez bihan roueel.  Emichañs e vo ret gortoz bloavezhioù ha bloavezhioù a-raok na rankfemp toullañ unan-all."

PHRASE_medtomb_congratulations_title			"Bez krenn echuet!"
PHRASE_medtomb_congratulations				"[greeting] [player_name], a-benn ar fin omp deuet a-benn da doullañ ha pourveziañ ar bez roueel krenn. Rankout a reer kinnig d'hor faraon nevez marvet un hent a-galite betek ar bed all."

PHRASE_largetomb_congratulations_title			"Bez bras echuet!"
PHRASE_largetomb_congratulations				"[greeting] [player_name], da-heul bloavezhioù ha bloavezhioù labour start e karidennoù an douar int deuet a-benn ho labourerien da echuiñ da vat ar gwellañ bez roueet bet savet betek poent !  Ur bennoberenn eo."

PHRASE_grandtomb_congratulations_title			"Bez bras-tre echuet"
PHRASE_grandtomb_congratulations				"[greeting] [player_name], goude kement a labour start eo echu ar bez roueel bras-tre, ha poent eo peogwir emañ hor faraon kraet war e dalaroù hervez tud zo.  Peurvat eo ar bez-mañ evitañ da genderc'hel e veaj er bed all."

;******* START OF CLEOPATRA: Troop carryover ********
PHRASE_troopcarryover_title   "Soudarded feal o tistreiñ"
PHRASE_troopcarryover_initial_announcement "Ho kwellañ soudarded a fell dezhe kenderc'hel da vout en ho servij da-heul ho kefridi diwezhañ.  Savit [reason_phrase] evite hag e tistroint."
PHRASE_troopcarryover_inf_only "ur c'hreñvlec'h troadeien"
PHRASE_troopcarryover_arch_only "ur c'hreñvlec'h gwaregerien"
PHRASE_troopcarryover_char_only "ur c'hreñvlec'h blenerien kirri"
PHRASE_troopcarryover_inf_arch "kreñvlec'hioù troadeien ha gwaregerien"
PHRASE_troopcarryover_inf_char "kreñvlec'hioù troadeien ha blenerien kirri"
PHRASE_troopcarryover_arch_char "kreñvlec'hioù gwaregerien ha blenerien kirri"
PHRASE_troopcarryover_all_three "kreñvlec'hioù troadeien, gwaregerien ha blenerien kirri"
PHRASE_pyramid_speedup_title "Savadur benniget"
PHRASE_pyramid_speedup_announcement "[reason_phrase] a zo plijet gant ho tevosion ha prest eo da brofañ deoc'h un taol lañs war ho raktres monumant.  Poent eo evit ho labourerien da gemer un tamm amzer evit diskuizhañ p'emañ bennigadenn [reason_phrase] o vezañ resevet."
PHRASE_pyramid_minor_speedup_announcement "[reason_phrase] acknowledges your worship by aiding your monument construction project.  It is time for your workers to take a short rest while this benevolent gift from [reason_phrase] arrives."
PHRASE_pyramid_speedup_Osiris "Osiris"
PHRASE_pyramid_speedup_Ra "Ra"
PHRASE_pyramid_speedup_Ptah "Ptah"
PHRASE_pyramid_speedup_Seth "Seth"
PHRASE_pyramid_speedup_Bast "Bast"

